x,y,z,heading1,heading2,heading3
-0.1966519,-0.001003718,-0.440626,269.7076,180.1305,245.9487,1.989998
-0.1822765,0.007268167,-0.4391912,272.2834,179.0519,247.4602,1.999998
-0.1957806,0.01215252,-0.4337049,273.5519,178.395,245.7049,2.009999
-0.1798371,0.02144854,-0.4391912,276.8013,177.2041,247.7322,2.019999
-0.1866327,0.03814987,-0.4307507,281.5528,174.9387,246.5742,2.029999
-0.1780946,0.04169497,-0.4465344,283.1766,174.6655,248.256,2.039999
-0.195345,0.04815492,-0.440204,283.848,173.7571,246.0703,2.049999
-0.1888108,0.06706208,-0.4345489,289.5541,171.227,246.5151,2.059999
-0.2046672,0.0732069,-0.4391912,289.6815,170.5366,245.014,2.069999
-0.1746097,0.08620558,-0.4315947,296.2758,168.7045,247.9733,2.079998
-0.1789659,0.09329576,-0.435815,297.5333,167.9169,247.6747,2.089998
-0.1565752,0.1070822,-0.4473785,304.3683,166.5392,250.7108,2.099998
-0.1587533,0.1259894,-0.4391912,308.4362,163.9936,250.1267,2.109998
-0.1435067,0.1411151,-0.4423141,314.5186,162.3053,252.0246,2.119998
-0.1435067,0.1602586,-0.440204,318.1565,159.9957,251.944,2.129998
-0.1358399,0.1622281,-0.4370811,320.0593,159.6369,252.7354,2.139998
-0.09750566,0.1738088,-0.4387691,330.7078,158.3901,257.471,2.149998
-0.09794128,0.1917706,-0.4440022,332.9456,156.6398,257.5605,2.159998
-0.09402073,0.1898011,-0.435815,333.6478,156.4665,257.8259,2.169998
-0.0657057,0.2051631,-0.4452683,342.2418,155.2615,261.6058,2.179998
-0.04636435,0.2202889,-0.4414701,348.1144,153.4813,264.0046,2.189998
-0.03983011,0.227773,-0.4349709,350.0811,152.3611,264.768,2.199998
-0.02737149,0.2327361,-0.4320167,353.2924,151.6877,266.3747,2.209998
-0.02824273,0.2309242,-0.436237,353.0272,152.1053,266.2957,2.219998
-0.001321658,0.2419533,-0.439782,359.687,151.1819,269.8278,2.229998
0.027429,0.2521947,-0.4241671,6.207158,149.2658,273.6999,2.239998
0.03788378,0.2551884,-0.4258552,8.444124,149.0684,275.0836,2.249998
0.0683769,0.2559762,-0.4341269,14.95578,149.4749,278.9508,2.259998
0.09887001,0.2399838,-0.4130255,22.39098,149.8418,283.4622,2.269998
0.1006125,0.2415595,-0.4250111,22.61233,150.3878,283.3184,2.279998
0.1398179,0.2301364,-0.4176678,31.28051,151.1451,288.5084,2.289998
0.1459165,0.2289547,-0.422901,32.51003,151.5693,289.0363,2.299998
0.1764097,0.2084719,-0.422901,40.23801,153.7587,292.6431,2.309998
0.1855576,0.1966549,-0.4262772,43.33691,155.2346,293.5234,2.319998
0.2069028,0.1925584,-0.422901,47.05656,155.5189,296.07,2.329998
0.2177932,0.1799536,-0.4147137,50.43447,156.5429,297.7069,2.339998
0.2086452,0.1598647,-0.4220569,52.54053,159.2545,296.3057,2.349998
0.2407066,0.1462358,-0.4142916,58.72017,160.5581,300.1569,2.359998
0.2461082,0.1411151,-0.4142916,60.17062,161.1902,300.7122,2.369998
0.2543849,0.1084215,-0.4100713,66.91579,165.1901,301.8131,2.379998
0.2600479,0.115748,-0.4182586,66.00602,164.5312,301.8708,2.389998
0.256563,0.07769735,-0.4121815,73.15162,169.3248,301.9003,2.399998
0.2711997,0.07966685,-0.4195247,73.62947,169.2477,302.8805,2.409998
0.2786052,0.006874267,-0.4088053,88.58657,179.0366,304.2748,2.419998
0.2596123,-0.009118041,-0.4271212,92.0115,181.2229,301.292,2.429998
0.2398353,-0.05087137,-0.4195247,101.9755,186.9139,299.7559,2.439998
0.2402709,-0.06520929,-0.4168238,105.1842,188.8915,299.9606,2.449998
0.2306874,-0.07781407,-0.423745,108.64,190.4055,298.5639,2.459998
0.2324299,-0.08884326,-0.4262772,110.9187,191.7729,298.6017,2.469998
0.2125658,-0.1081443,-0.4320167,116.965,194.0537,296.1986,2.479998
0.1954025,-0.1124772,-0.423323,119.9255,194.8797,294.7777,2.489998
0.1781521,-0.13296,-0.4288093,126.735,197.227,292.5608,2.499998
0.1570683,-0.1432014,-0.4311727,132.3559,198.3724,290.0157,2.509998
0.1489658,-0.1514732,-0.4241671,135.4782,199.652,289.3511,2.519998
0.1187341,-0.1686472,-0.4216349,144.853,201.8006,285.7274,2.529998
0.1200409,-0.1706167,-0.4245891,144.8709,201.8922,285.7868,2.539998
0.08693414,-0.1816459,-0.4271212,154.4246,203.0391,281.5045,2.549998
0.06532758,-0.1800703,-0.4266992,160.0598,202.8801,278.7044,2.559998
